          8628	2023-04-01 07:10:21	236	0	1	0
          6598	2023-04-01 07:20:49	236	0	1	0
          6598	2023-04-01 07:20:51	236	0	1	0
          2531	2023-04-01 07:55:49	236	0	1	0
          2531	2023-04-01 07:55:50	236	0	1	0
          2531	2023-04-01 07:55:52	236	0	1	0
          8833	2023-04-01 08:20:48	236	0	1	0
          8833	2023-04-01 08:20:50	236	0	1	0
          8833	2023-04-02 08:40:10	236	0	1	0
          8833	2023-04-02 08:40:12	236	0	1	0
          8833	2023-04-02 08:40:13	236	0	1	0
          8833	2023-04-02 12:14:44	236	2	1	0
          2531	2023-04-02 12:58:20	236	2	1	0
          7409	2023-04-03 06:09:45	236	0	1	0
          6211	2023-04-03 06:13:55	236	0	1	0
          3327	2023-04-03 06:19:45	236	0	1	0
          3327	2023-04-03 06:19:47	236	0	1	0
          1158	2023-04-03 06:20:11	236	0	1	0
          5329	2023-04-03 06:40:16	236	0	1	0
          8339	2023-04-03 06:47:36	236	0	1	0
          8339	2023-04-03 06:47:38	236	0	1	0
          1589	2023-04-03 06:58:42	236	0	1	0
          2292	2023-04-03 06:59:40	236	0	1	0
          2292	2023-04-03 06:59:42	236	0	1	0
          2251	2023-04-03 07:07:48	236	0	1	0
          2251	2023-04-03 07:07:50	236	0	1	0
          2141	2023-04-03 07:07:53	236	0	1	0
          2141	2023-04-03 07:07:54	236	0	1	0
          8395	2023-04-03 07:07:58	236	0	15	0
          8395	2023-04-03 07:08:00	236	0	15	0
          1077	2023-04-03 07:08:05	236	0	1	0
          1390	2023-04-03 07:08:16	236	0	1	0
          1390	2023-04-03 07:08:23	236	0	1	0
          5066	2023-04-03 07:10:50	236	0	1	0
          5066	2023-04-03 07:10:52	236	0	1	0
          2263	2023-04-03 07:14:06	236	0	1	0
          3766	2023-04-03 07:17:01	236	0	1	0
          3766	2023-04-03 07:17:13	236	0	1	0
          5097	2023-04-03 07:17:23	236	0	15	0
          5097	2023-04-03 07:17:25	236	0	15	0
          7816	2023-04-03 07:18:39	236	0	15	0
          7816	2023-04-03 07:18:41	236	0	1	0
          6695	2023-04-03 07:19:13	236	0	1	0
          6695	2023-04-03 07:19:15	236	0	1	0
           278	2023-04-03 07:20:32	236	0	15	0
           278	2023-04-03 07:20:34	236	0	1	0
         10408	2023-04-03 07:21:43	236	0	1	0
          5188	2023-04-03 07:21:50	236	0	1	0
          5188	2023-04-03 07:21:53	236	0	1	0
          4532	2023-04-03 07:22:06	236	0	1	0
          4532	2023-04-03 07:22:08	236	0	1	0
          5301	2023-04-03 07:22:17	236	0	1	0
          5301	2023-04-03 07:22:19	236	0	1	0
           511	2023-04-03 07:25:02	236	0	1	0
          6895	2023-04-03 07:29:44	236	0	1	0
          6895	2023-04-03 07:29:45	236	0	1	0
          5077	2023-04-03 07:29:51	236	0	1	0
          5447	2023-04-03 07:30:13	236	0	1	0
          5447	2023-04-03 07:30:15	236	0	1	0
          2531	2023-04-03 07:30:53	236	0	1	0
          2531	2023-04-03 07:30:55	236	0	1	0
          2531	2023-04-03 07:30:56	236	0	1	0
          9051	2023-04-03 07:31:19	236	0	1	0
          9051	2023-04-03 07:31:21	236	0	1	0
          6112	2023-04-03 07:31:41	236	0	1	0
          5454	2023-04-03 07:35:14	236	0	1	0
          5454	2023-04-03 07:35:17	236	0	1	0
          6840	2023-04-03 07:36:13	236	0	1	0
          2004	2023-04-03 07:36:39	236	0	1	0
          7846	2023-04-03 07:36:50	236	0	1	0
          7846	2023-04-03 07:36:56	236	0	1	0
          7931	2023-04-03 07:37:56	236	0	1	0
          1126	2023-04-03 07:38:08	236	0	1	0
          1126	2023-04-03 07:38:14	236	0	1	0
          6200	2023-04-03 07:38:46	236	0	1	0
          6200	2023-04-03 07:38:48	236	0	1	0
           282	2023-04-03 07:39:27	236	0	1	0
          9973	2023-04-03 07:40:02	236	0	1	0
          1285	2023-04-03 07:40:12	236	0	1	0
          7337	2023-04-03 07:40:57	236	0	15	0
          9381	2023-04-03 07:42:07	236	0	15	0
          9381	2023-04-03 07:42:09	236	0	15	0
          1587	2023-04-03 07:42:34	236	0	1	0
          7636	2023-04-03 07:43:11	236	0	1	0
          4803	2023-04-03 07:43:21	236	0	1	0
          4803	2023-04-03 07:43:23	236	0	1	0
           363	2023-04-03 07:43:31	236	0	1	0
           572	2023-04-03 07:43:35	236	0	1	0
          3440	2023-04-03 07:44:00	236	0	1	0
          3440	2023-04-03 07:44:03	236	0	1	0
          1407	2023-04-03 07:44:08	236	0	1	0
          1407	2023-04-03 07:44:10	236	0	1	0
          4534	2023-04-03 07:44:15	236	0	1	0
          4534	2023-04-03 07:44:18	236	0	1	0
          5276	2023-04-03 07:46:17	236	0	1	0
           291	2023-04-03 07:46:42	236	0	1	0
          1403	2023-04-03 07:47:03	236	0	1	0
          1403	2023-04-03 07:47:06	236	0	1	0
          1992	2023-04-03 07:47:15	236	0	1	0
          9550	2023-04-03 07:47:39	236	0	1	0
          9550	2023-04-03 07:47:41	236	0	1	0
          5917	2023-04-03 07:47:57	236	0	1	0
         10405	2023-04-03 07:48:28	236	0	1	0
          1602	2023-04-03 07:48:35	236	0	1	0
          1602	2023-04-03 07:48:37	236	0	1	0
           783	2023-04-03 07:48:45	236	0	1	0
          8400	2023-04-03 07:48:57	236	0	1	0
          8400	2023-04-03 07:49:00	236	0	1	0
           519	2023-04-03 07:49:25	236	0	1	0
           573	2023-04-03 07:49:30	236	0	1	0
           573	2023-04-03 07:49:36	236	0	1	0
          4448	2023-04-03 07:50:02	236	0	1	0
          1173	2023-04-03 07:50:14	236	0	1	0
          7757	2023-04-03 07:50:32	236	0	1	0
           666	2023-04-03 07:50:43	236	0	1	0
           666	2023-04-03 07:50:45	236	0	1	0
          1173	2023-04-03 07:50:50	236	0	1	0
           666	2023-04-03 07:50:53	236	0	1	0
          9888	2023-04-03 07:51:06	236	0	1	0
           503	2023-04-03 07:51:47	236	0	1	0
           481	2023-04-03 07:52:28	236	0	15	0
           706	2023-04-03 07:52:37	236	0	1	0
           706	2023-04-03 07:52:39	236	0	1	0
          2662	2023-04-03 07:52:51	236	0	1	0
          4230	2023-04-03 07:53:34	236	0	1	0
          4230	2023-04-03 07:53:36	236	0	1	0
          2243	2023-04-03 07:54:17	236	0	1	0
          2243	2023-04-03 07:54:18	236	0	1	0
          1133	2023-04-03 07:54:51	236	0	1	0
          2342	2023-04-03 07:54:54	236	0	1	0
          2342	2023-04-03 07:54:56	236	0	1	0
           792	2023-04-03 07:55:09	236	0	1	0
           792	2023-04-03 07:55:13	236	0	1	0
          3544	2023-04-03 07:55:28	236	0	1	0
          7011	2023-04-03 07:55:34	236	0	1	0
           285	2023-04-03 07:55:48	236	0	1	0
           285	2023-04-03 07:55:50	236	0	1	0
          8467	2023-04-03 07:56:05	236	0	1	0
          8467	2023-04-03 07:56:07	236	0	1	0
          1584	2023-04-03 07:56:13	236	0	1	0
         10431	2023-04-03 07:56:16	236	0	1	0
         10431	2023-04-03 07:56:17	236	0	1	0
          8833	2023-04-03 07:56:20	236	0	1	0
          8833	2023-04-03 07:56:22	236	0	1	0
          3593	2023-04-03 07:56:41	236	0	1	0
          3593	2023-04-03 07:56:47	236	0	1	0
